kilavuz_kodu,yil,universite_adi,birim_adi,2024_gerceklesen_siralama,2025_gerceklesen_siralama,2026_tahmini_siralama,2026_guven_alt_sinir,2026_guven_ust_sinir,tahmini_siralama_degisimi
201610372,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Bilgisayar Mühendisliği (İngilizce) (%50 İndirimli),210569.0,238604.0,201125,133152,295301,37479.0
201610399,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Elektrik-Elektronik Mühendisliği (İngilizce) (%50 İndirimli),242789.0,239212.0,240661,190515,405069,-1449.0
201610424,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Hukuk (Burslu),52575.0,35763.0,45183,29164,209218,-9420.0
201610433,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Hukuk (%50 İndirimli),95374.0,114909.0,97269,69690,262394,17640.0
201610575,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),İç Mimarlık ve Çevre Tasarımı (Ücretli),605917.0,797894.0,609243,415765,1118929,188651.0
201610584,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),İç Mimarlık ve Çevre Tasarımı (Burslu),152965.0,157746.0,145821,110290,256923,11925.0
201610593,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),İç Mimarlık ve Çevre Tasarımı (%50 İndirimli),410376.0,368255.0,398835,259718,737747,-30580.0
201610618,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Psikoloji (Ücretli),471802.0,,473758,331909,992909,
201610627,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Psikoloji (Burslu),96463.0,95299.0,92752,71875,226230,2547.0
201610645,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Psikoloji (%25 İndirimli),275015.0,450729.0,298124,197653,551680,152605.0
201610663,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Rehberlik ve Psikolojik Danışmanlık (Burslu),119834.0,104937.0,109562,85642,233212,-4625.0
201610672,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Rehberlik ve Psikolojik Danışmanlık (%50 İndirimli),227754.0,248127.0,217145,144241,305280,30982.0
201610699,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Sınıf Öğretmenliği (Burslu),96491.0,92172.0,90040,72215,231844,2132.0
201610724,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Görsel İletişim Tasarımı (Burslu),75480.0,136202.0,73300,47215,203150,62902.0
201610733,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Görsel İletişim Tasarımı (%50 İndirimli),618677.0,1025222.0,618775,404975,1155851,406447.0
201610751,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Siyaset Bilimi ve Uluslararası İlişkiler (İngilizce) (Burslu),221745.0,189004.0,242044,156856,385931,-53040.0
201610769,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Siyaset Bilimi ve Uluslararası İlişkiler (İngilizce) (%50 İndirimli),734098.0,1051131.0,701296,484508,1197981,349835.0
201610796,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Okul Öncesi Öğretmenliği (Burslu),11634.0,15383.0,15025,7661,175857,358.0
201610821,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),İngilizce Öğretmenliği (İngilizce) (Burslu),20485.0,19085.0,19245,15376,162168,-160.0
201610848,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),İngilizce Öğretmenliği (İngilizce) (%25 İndirimli),54485.0,96860.0,52990,46025,194669,43870.0
201610857,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Özel Eğitim Öğretmenliği (Ücretli),59985.0,,66701,37713,228470,
201610866,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Özel Eğitim Öğretmenliği (Burslu),6695.0,6930.0,10955,4394,183138,-4025.0
201610884,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Özel Eğitim Öğretmenliği (%25 İndirimli),34427.0,63488.0,44104,23461,211000,19384.0
201610909,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Beslenme ve Diyetetik (Burslu),225799.0,219135.0,217730,166205,342745,1405.0
201610918,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Beslenme ve Diyetetik (%50 İndirimli),469555.0,573632.0,491720,352090,915166,81912.0
201610945,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Fizyoterapi ve Rehabilitasyon (Burslu),286525.0,274100.0,263414,201851,485988,10686.0
201610954,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Fizyoterapi ve Rehabilitasyon (%50 İndirimli),470264.0,643836.0,485516,357705,920568,158320.0
201610972,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Hemşirelik (Ücretli),497127.0,700794.0,459234,350477,947614,241560.0
201610981,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Hemşirelik (Burslu),158235.0,141328.0,148381,130099,274802,-7053.0
201610999,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Hemşirelik (%50 İndirimli),224994.0,226956.0,234784,173957,388286,-7828.0
201650053,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),İlk ve Acil Yardım (Ücretli),1020108.0,1574232.0,996643,713684,1614707,577589.0
201650062,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),İlk ve Acil Yardım (Burslu),408609.0,350372.0,370772,301999,497096,-20400.0
201650089,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),İlk ve Acil Yardım (%25 İndirimli),685040.0,849691.0,647332,479328,835786,202359.0
201650098,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Anestezi (Ücretli),975271.0,1550777.0,954168,670201,1546406,596609.0
201650105,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Anestezi (Burslu),309939.0,331176.0,285357,232476,381605,45819.0
201650123,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Anestezi (%25 İndirimli),623519.0,795692.0,597564,455334,830002,198128.0
201650132,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Diyaliz (Ücretli),1451635.0,,1387861,882755,2037916,
201650141,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Diyaliz (Burslu),628103.0,500936.0,568067,456537,685852,-67131.0
201650168,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Diyaliz (%25 İndirimli),1048364.0,1409712.0,1020563,738558,1683364,389149.0
201650169,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),"Radyo, Televizyon ve Sinema (Burslu)",194532.0,122113.0,188021,66458,327722,-65908.0
201650170,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),"Radyo, Televizyon ve Sinema (%50 İndirimli)",840464.0,,776346,525830,1286548,
201650171,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),İngilizce Öğretmenliği (İngilizce) (Ücretli),74547.0,,84127,62509,353072,
201650177,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Bankacılık ve Sigortacılık (Burslu),857389.0,692221.0,755399,606104,1206739,-63178.0
201650178,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Yazılım Mühendisliği (İngilizce) (Burslu),93619.0,82386.0,98139,64744,208003,-15753.0
201650179,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Yazılım Mühendisliği (İngilizce) (%50 İndirimli),223797.0,248440.0,218165,134786,362851,30275.0
201650185,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Makine Mühendisliği (Burslu),233438.0,214346.0,232962,180656,367690,-18616.0
201650186,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),İnsansız Hava Aracı Teknolojisi ve Operatörlüğü (Ücretli),1710977.0,2304163.0,1636111,995558,2312952,668052.0
201650187,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),İnsansız Hava Aracı Teknolojisi ve Operatörlüğü (Burslu),358619.0,367912.0,362712,263999,485862,5200.0
201650188,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),İnsansız Hava Aracı Teknolojisi ve Operatörlüğü (%25 İndirimli),1380907.0,2244265.0,1316089,856970,2178209,928176.0
201650189,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Sivil Havacılık Kabin Hizmetleri (Ücretli),1364863.0,,1376120,890356,2052078,
201650190,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Sivil Havacılık Kabin Hizmetleri (Burslu),371600.0,398911.0,372318,280117,510374,26593.0
201650191,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Sivil Havacılık Kabin Hizmetleri (%25 İndirimli),1041029.0,1569103.0,1042628,718441,1634584,526475.0
201650192,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Endüstri Mühendisliği (Burslu),185954.0,158814.0,180108,149788,292235,-21294.0
201650199,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Havacılık ve Uzay Mühendisliği (İngilizce) (Burslu),94235.0,86391.0,92992,77198,216362,-6601.0
201650206,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Havacılık ve Uzay Mühendisliği (İngilizce) (%50 İndirimli),254281.0,,251763,192226,450516,
201650213,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Bankacılık ve Sigortacılık (%50 İndirimli),1208771.0,1346779.0,1151685,795672,1749974,195094.0
201650255,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),İktisat (Ücretli),1178816.0,,1169448,771161,1680827,
201650262,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),İşletme (Ücretli),963641.0,1134499.0,930915,643534,1489310,203584.0
201650269,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Siyaset Bilimi ve Uluslararası İlişkiler (İngilizce) (Ücretli),841546.0,,822821,568677,1345444,
201650276,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Uluslararası Ticaret ve Lojistik (Ücretli),710517.0,1156556.0,710832,489334,1286136,445724.0
201650283,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Dijital Oyun Tasarımı (Burslu),209043.0,244157.0,194731,148368,280252,49426.0
201650297,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Dijital Oyun Tasarımı (%50 İndirimli),654175.0,640055.0,647267,470270,1076382,-7212.0
201650304,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Görsel İletişim Tasarımı (Ücretli),1290681.0,,1236573,794996,1768177,
201650318,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Endüstri Mühendisliği (%50 İndirimli),234183.0,231371.0,234644,171569,366819,-3273.0
201650332,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Makine Mühendisliği (%50 İndirimli),293931.0,271899.0,299416,208517,520556,-27517.0
201650339,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Beslenme ve Diyetetik (Ücretli),576108.0,1070093.0,617671,446358,1067292,452422.0
201650346,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Fizyoterapi ve Rehabilitasyon (Ücretli),675214.0,,678174,482394,1227716,
201650353,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Gastronomi ve Mutfak Sanatları (Burslu),55680.0,48014.0,55351,37141,201571,-7337.0
201650360,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Gastronomi ve Mutfak Sanatları (Ücretli),1084683.0,,1067062,721715,1608245,
201650367,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Gastronomi ve Mutfak Sanatları (%50 İndirimli),712645.0,771748.0,567111,431653,1134787,204637.0
201650374,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Mahkeme Büro Hizmetleri (Burslu),480955.0,537937.0,453468,338685,548052,84469.0
201650381,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Mahkeme Büro Hizmetleri (Ücretli),1944412.0,2050095.0,1853440,1025936,2134918,196655.0
201650388,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Mahkeme Büro Hizmetleri (%50 İndirimli),1466044.0,1586746.0,1354562,844469,1824949,232184.0
201650395,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Bankacılık ve Sigortacılık (Burslu),326453.0,240403.0,259961,217078,492842,-19558.0
201650402,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Bankacılık ve Sigortacılık (Ücretli),1308582.0,,1212854,799631,1620024,
201650409,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Bankacılık ve Sigortacılık (%50 İndirimli),1036517.0,1066494.0,963486,672339,1392444,103008.0
201650416,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Turizm İşletmeciliği (Burslu),631462.0,520295.0,594142,408881,982814,-73847.0
201650430,2025,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Turizm İşletmeciliği (%50 İndirimli),1192258.0,1451204.0,1114405,737480,1486233,336799.0
201710538,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Endüstri Mühendisliği (Burslu),111373.0,109278.0,103791,82241,203514,5487.0
201710653,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Mekatronik Mühendisliği (İngilizce) (Burslu),100982.0,98970.0,94124,78933,198288,4846.0
201710698,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Psikoloji (Ücretli),1144621.0,,1058710,711790,1582375,
201710705,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Psikoloji (Burslu),114946.0,128029.0,112298,82498,225056,15731.0
201710741,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Çocuk Gelişimi (Burslu),262563.0,244152.0,235084,191283,350973,9068.0
201710777,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Çocuk Gelişimi (%50 İndirimli),1376157.0,1461020.0,1183554,783721,1581779,277466.0
201750025,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Kaynak Teknolojisi (Burslu),661367.0,538913.0,635927,466594,788462,-97014.0
201750034,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Kaynak Teknolojisi (%50 İndirimli),1863487.0,1911659.0,1852431,1090007,2338071,59228.0
201750052,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Mekatronik (Burslu),539418.0,467117.0,498723,396571,582067,-31606.0
201750061,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Mekatronik (%50 İndirimli),1722896.0,1700369.0,1629246,1023218,2169702,71123.0
201750088,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Tahribatsız Muayene (Burslu),744265.0,529386.0,681843,511478,830933,-152457.0
201750158,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Tahribatsız Muayene (%50 İndirimli),2442261.0,,2108599,1171019,2305737,
201750176,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Makine (Burslu),604076.0,459051.0,542540,456939,654767,-83489.0
201750185,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Makine (%50 İndirimli),1927869.0,1719934.0,1843657,1080250,2317353,-123723.0
201750201,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Muhasebe ve Vergi Uygulamaları (Burslu),653703.0,622904.0,571436,465056,664624,51468.0
201750219,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Muhasebe ve Vergi Uygulamaları (%50 İndirimli),1828140.0,1972489.0,1699342,1035412,2139482,273147.0
201750291,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Grafik Tasarımı (Burslu),472750.0,561936.0,466617,359186,565955,95319.0
201750307,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Grafik Tasarımı (%50 İndirimli),1946260.0,2164705.0,1671512,1032373,2246649,493193.0
201750388,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Elektrik (Burslu),647413.0,485664.0,572693,473714,691783,-87029.0
201750397,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Elektrik (%50 İndirimli),1818080.0,1642058.0,1710793,1052685,2143488,-68735.0
201750501,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Bankacılık ve Sigortacılık (Burslu),683796.0,611393.0,599012,486390,750025,12381.0
201750519,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Bankacılık ve Sigortacılık (%50 İndirimli),1872741.0,1867803.0,1742703,1038520,2249140,125100.0
201750564,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Kimya Teknolojisi (Burslu),538897.0,507790.0,448421,398734,568578,59369.0
201750573,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Kimya Teknolojisi (%50 İndirimli),2685305.0,2200785.0,1714165,1085534,2305441,486620.0
201750616,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Bilgisayar Programcılığı (Ücretli),1592438.0,1721060.0,1394734,777897,1871641,326326.0
201750625,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Bilgisayar Programcılığı (Burslu),357099.0,331614.0,340567,267575,415257,-8953.0
201750652,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Bilgisayar Programcılığı (%50 İndirimli),1279465.0,1463274.0,1086304,763243,1686294,376970.0
201750979,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Biyomedikal Cihaz Teknolojisi (Burslu),785486.0,692910.0,691049,558195,927137,1861.0
201750988,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Biyomedikal Cihaz Teknolojisi (%50 İndirimli),2340713.0,,2090769,1111852,2331633,
201751059,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Tıbbi Görüntüleme Teknikleri (Burslu),573248.0,483615.0,497603,436794,673349,-13988.0
201751068,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Tıbbi Görüntüleme Teknikleri (%50 İndirimli),1585839.0,1480842.0,1460229,950967,2041537,20613.0
201751156,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Sivil Havacılık Kabin Hizmetleri (Burslu),559693.0,474398.0,504397,429775,631242,-29999.0
201751165,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Sivil Havacılık Kabin Hizmetleri (%50 İndirimli),1668706.0,1483853.0,1594452,1004062,2114090,-110599.0
201751253,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Çocuk Gelişimi (Burslu),710252.0,662995.0,616854,499227,789059,46141.0
201751262,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Çocuk Gelişimi (%50 İndirimli),2098585.0,2006263.0,1957731,1104764,2209991,48532.0
201751289,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Tıbbi Dokümantasyon ve Sekreterlik (Burslu),584505.0,533503.0,515292,443809,628594,18211.0
201751298,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Tıbbi Dokümantasyon ve Sekreterlik (%50 İndirimli),1476702.0,1999002.0,1427944,911441,2068496,571058.0
201751314,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Su Altı Teknolojisi (Burslu),351003.0,472891.0,351825,237728,471372,121066.0
201751323,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Su Altı Teknolojisi (%50 İndirimli),2001593.0,1951013.0,1925099,1123820,2219876,25914.0
201790168,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Aşçılık (Burslu),632890.0,551473.0,557360,455923,662176,-5887.0
201790176,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Bilgisayar Mühendisliği (Burslu),107591.0,109343.0,100015,70788,202601,9328.0
201790178,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Beslenme ve Diyetetik (Burslu),235337.0,252704.0,223776,169428,342880,28928.0
201790179,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Beslenme ve Diyetetik (%50 İndirimli),810062.0,955749.0,785558,563835,1310240,170191.0
201790181,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Beslenme ve Diyetetik (Ücretli),1025411.0,,974489,592424,1347410,
201790182,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Fizyoterapi ve Rehabilitasyon (Burslu),269407.0,244749.0,241783,194462,414353,2966.0
201790187,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Anestezi (Burslu),451720.0,448278.0,410747,339839,511015,37531.0
201790203,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,İlk ve Acil Yardım (Ücretli),1484806.0,1406523.0,1380109,784656,1989871,26414.0
201790204,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,İlk ve Acil Yardım (Burslu),536879.0,478765.0,449274,398100,557969,29491.0
201790206,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,İlk ve Acil Yardım (%50 İndirimli),1224154.0,1182533.0,1122975,797930,1793543,59558.0
201790212,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Dış Ticaret (İngilizce) (Burslu),462252.0,485412.0,435198,332788,531369,50214.0
201790213,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Dış Ticaret (İngilizce) (%50 İndirimli),2365775.0,,1953190,1136124,2331911,
201790218,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Hukuk (Burslu),41249.0,27702.0,32041,22117,175935,-4339.0
201790220,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Hemşirelik (Burslu),172176.0,165926.0,162205,141757,263769,3721.0
201790237,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Aşçılık (%50 İndirimli),2313113.0,,2040262,1130339,2286598,
201790252,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Bilişim Güvenliği Teknolojisi (Burslu),536437.0,458380.0,457784,378235,600425,596.0
201790253,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Bilişim Güvenliği Teknolojisi (%50 İndirimli),1945837.0,,1585052,955468,2212383,
201790254,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Uluslararası Ticaret ve Finansman (İngilizce) (Burslu),217112.0,213781.0,205450,153036,302236,8331.0
201790257,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Psikoloji (%50 İndirimli),685652.0,685903.0,509797,391489,1202049,176106.0
201790260,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Yönetim Bilişim Sistemleri (Burslu),128620.0,110577.0,116986,93096,243031,-6409.0
201790261,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Yönetim Bilişim Sistemleri (%50 İndirimli),568085.0,552439.0,581336,418752,1100366,-28897.0
201790262,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Hemşirelik (%50 İndirimli),407237.0,468538.0,449495,315146,974314,19043.0
201790271,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Gastronomi ve Mutfak Sanatları (Burslu),49546.0,31821.0,40829,27273,178275,-9008.0
201790278,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Gastronomi ve Mutfak Sanatları (%50 İndirimli),1299359.0,,1076100,719034,1459107,
201790285,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Görsel İletişim Tasarımı (Burslu),68712.0,59585.0,62566,44075,190006,-2981.0
201790299,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,İç Mimarlık ve Çevre Tasarımı (Burslu),188374.0,192402.0,178556,133655,288485,13846.0
201790306,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,İç Mimarlık ve Çevre Tasarımı (%50 İndirimli),868620.0,762123.0,804677,566050,1436133,-42554.0
201790313,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Mimarlık (Burslu),197517.0,200121.0,193885,153459,301293,6236.0
201790327,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Anestezi (%50 İndirimli),1304581.0,1320251.0,1236641,838640,1947752,83610.0
201790334,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Siyaset Bilimi ve Uluslararası İlişkiler (İngilizce) (Burslu),241479.0,185958.0,219037,177453,337241,-33079.0
201790341,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Siyaset Bilimi ve Uluslararası İlişkiler (İngilizce) (%50 İndirimli),1491866.0,,1449117,892822,1921361,
201790348,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Hemşirelik (Ücretli),910199.0,720027.0,607572,408667,1100747,112455.0
201790362,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Bilişim Güvenliği Teknolojisi (Ücretli),1537929.0,1579791.0,1440274,824935,2007876,139517.0
201790369,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Yönetim Bilişim Sistemleri (Ücretli),1068286.0,,937916,594031,1472518,
201790390,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,İç Mimarlık ve Çevre Tasarımı (Ücretli),902761.0,1110631.0,794753,541472,1455887,315878.0
201790418,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Fizyoterapi ve Rehabilitasyon (Ücretli),1215419.0,1197640.0,991328,574805,1394417,206312.0
201790425,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Dijital Oyun Tasarımı (Burslu),191675.0,229301.0,194903,147333,285988,34398.0
201790432,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Dijital Oyun Tasarımı (%50 İndirimli),978803.0,,966365,607680,1383217,
201790439,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Uluslararası Ticaret ve Lojistik (İngilizce) (Burslu),240683.0,213989.0,215023,171868,334157,-1034.0
201790446,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Uluslararası Ticaret ve Lojistik (İngilizce) (%50 İndirimli),817223.0,675953.0,811249,564952,1373996,-135296.0
201790453,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Medya ve İletişim (Burslu),657988.0,582694.0,572239,462019,761897,10455.0
201790460,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Medya ve İletişim (%50 İndirimli),2159119.0,2301373.0,1973966,1125265,2325315,327407.0
201790467,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,İnsan Kaynakları Yönetimi (Burslu),619886.0,615920.0,545057,436863,652926,70863.0
201790474,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,İnsan Kaynakları Yönetimi (%50 İndirimli),2223426.0,2018631.0,1976647,1093139,2259678,41984.0
201790481,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Mahkeme Büro Hizmetleri (Burslu),703290.0,661257.0,627126,467707,768215,34131.0
201790488,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Mahkeme Büro Hizmetleri (%50 İndirimli),2511047.0,2109737.0,2120028,1111395,2347487,-10291.0
201790516,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,Yazılım Mühendisliği (Burslu),95009.0,105605.0,88600,72925,194690,17005.0
201790530,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,İşletme (Burslu),256406.0,182973.0,215643,167701,329025,-32670.0
201790537,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,İşletme (%50 İndirimli),976610.0,737697.0,932194,641307,1367062,-194497.0
201910024,2025,HALİÇ ÜNİVERSİTESİ (İSTANBUL),Amerikan Kültürü ve Edebiyatı (İngilizce) (Burslu),17176.0,17122.0,16955,13484,144923,167.0
